Address,Price per month €,Capacity,Link
"Oxmantown Road, Stoneybatter, Dublin 7",2000,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Oxmantown-Road-Stoneybatter-Dublin-7/5473517/
"Cappagh Avenue, Finglas West, Finglas, Dublin 11",1380,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cappagh-Avenue-Finglas-West-Finglas-Dublin-11/5479754/
"Sundrive Road, Kimmage, Dublin 6w",1450,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Sundrive-Road-Kimmage-Dublin-6w/5479737/
"The Ash, Charleville Square, Rathfarnham, Dublin 14",1722,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Ash-Charleville-Square-Rathfarnham-Dublin-14/5479742/
"26 Oaklands Terrace, Terenure, Terenure, Dublin 6",3000,"4 bedrooms (4 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/26-Oaklands-Terrace-Terenure-Terenure-Dublin-6/5479733/
"4 Cregan, Bailey View, Dalkey, Co. Dublin",2250,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/4-Cregan-Bailey-View-Dalkey-Co-Dublin/5479739/
"Apartment 19, Wynnefield House, Charleville Road, Rathmines, Dublin 6",1825,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-19-Wynnefield-House-Charleville-Road-Rathmines-Dublin-6/5479728/
"Faussagh Road, Cabra, Cabra, Dublin 7",2250,"3 bedrooms (1 single, 2 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/Faussagh-Road-Cabra-Cabra-Dublin-7/5479724/
"Apartment 4, 96 Capel Street, Dublin 1",2000,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-4-96-Capel-Street-Dublin-1/5479719/
"New Cabra Road, Cabra, Dublin 7",1200,studio apartment to rent,https://www.rent.ie/houses-to-let/New-Cabra-Road-Cabra-Dublin-7/5479714/
"Oxmanstown Road, Dublin 7",1200,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Oxmanstown-Road-Dublin-7/5479690/
"Windsor Court, Windsor Place, Pembroke Street, Dublin 2",1669,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Windsor-Court-Windsor-Place-Pembroke-Street-Dublin-2/5479695/
"Apartment 9, 12 Ranelagh Avenue, Ranelagh, Dublin 6",1000,studio apartment to rent,https://www.rent.ie/houses-to-let/Apartment-9-12-Ranelagh-Avenue-Ranelagh-Dublin-6/5479691/
"Apartment 2, 12 Ranelagh Avenue, Ranelagh, Dublin 6",1600,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-2-12-Ranelagh-Avenue-Ranelagh-Dublin-6/5478064/
"28 Gray Street, Dublin 8",1600,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/28-Gray-Street-Dublin-8/5474868/
"The Holly, Rockfield, Dundrum, Dublin 14",2000,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Holly-Rockfield-Dundrum-Dublin-14/5478056/
"49 George\'s Street Upper, Dun Laoghaire, Co. Dublin",1950,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/49-Georges-Street-Upper-Dun-Laoghaire-Co-Dublin/5478051/
"49 Murtagh Road, Stoneybatter, Stoneybatter, Dublin 7",1750,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/49-Murtagh-Road-Stoneybatter-Stoneybatter-Dublin-7/5478049/
"Summerhill, Dublin 1",1500,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Summerhill-Dublin-1/5478048/
"Flat 3, 18 Portland Street North, Dublin 1",1900,"2 bedrooms (1 double, 1 twin), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-3-18-Portland-Street-North-Dublin-1/5478058/
"68 Blessington Street, Dublin 7",1900,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/68-Blessington-Street-Dublin-7/5478060/
"Nelson Street, Dublin 7",1695,"2 bedrooms (1 single, 1 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Nelson-Street-Dublin-7/5478040/
"Apartment 83, Block C, Monkstown, Co. Dublin",2550,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-83-Block-C-Monkstown-Co-Dublin/5408376/
"The Square, Rush, Co. Dublin",1296,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Square-Rush-Co-Dublin/5478032/
"Hyde Court, Dublin 2",2500,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Hyde-Court-Dublin-2/5478024/
"Ridge Hall, Ballybrack, Co. Dublin",1866,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Ridge-Hall-Ballybrack-Co-Dublin/5477992/
"Beaumont Hall Apartments, Beaumont, Dublin 9",1800,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Beaumont-Hall-Apartments-Beaumont-Dublin-9/5477988/
"Merton Walk, Mount Saint Annes, Milltown, Dublin 6",2300,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Merton-Walk-Mount-Saint-Annes-Milltown-Dublin-6/5477996/
"Apartment 358, Charlestown Place, Finglas, Dublin 11",1680,"2 bedrooms (2 double), 2 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Apartment-358-Charlestown-Place-Finglas-Dublin-11/5477986/
"Temple View Green, Clarehall, Dublin 13",2000,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Temple-View-Green-Clarehall-Dublin-13/5477982/
"Seapark Apartments, Mount Prospect Avenue, Clontarf, Dublin 3",1700,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Seapark-Apartments-Mount-Prospect-Avenue-Clontarf-Dublin-3/5476731/
"Cork Street, Dublin 8",1400,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cork-Street-Dublin-8/5476747/
"44 Furry Park Court, Howth Road, Killester, Dublin 5",2600,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/44-Furry-Park-Court-Howth-Road-Killester-Dublin-5/5476727/
"26 Irishtown Road, Irishtown, Dublin 4",2300,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/26-Irishtown-Road-Irishtown-Dublin-4/5476745/
"Glasanaon Road, Finglas, Dublin 11",1700,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Glasanaon-Road-Finglas-Dublin-11/5476719/
"Parklands, Santry, Dublin 9",1750,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Parklands-Santry-Dublin-9/5476718/
"4 Seafield Downs, Clontarf, Clontarf, Dublin 3",2700,"4 bedrooms (1 single, 3 double), 1 bathroom, unfurnished",https://www.rent.ie/houses-to-let/4-Seafield-Downs-Clontarf-Clontarf-Dublin-3/5476700/
"11 Herbert Place, Dublin 2",2250,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/11-Herbert-Place-Dublin-2/5476711/
"Dawson House , Dean Court , Patrick st, Dublin 8",1600,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Dawson-House--Dean-Court--Patrick-st-Dublin-8/5476708/
"2 Garden Terrace, Clanbrassil Street Upper, Portobello, Dublin 8",1850,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/2-Garden-Terrace-Clanbrassil-Street-Upper-Portobello-Dublin-8/5476702/
"Apartment 241, Wyckham Point, Dundrum, Dublin 14",2191,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-241-Wyckham-Point-Dundrum-Dublin-14/5476698/
"41 Derry Park, Crumlin, Crumlin, Dublin 12",1600,"2 bedrooms (2 double), 1 bathroom, furnished or unfurnished",https://www.rent.ie/houses-to-let/41-Derry-Park-Crumlin-Crumlin-Dublin-12/5476199/
"Bayview Avenue, North Strand, Dublin 3",920,studio apartment to rent,https://www.rent.ie/houses-to-let/Bayview-Avenue-North-Strand-Dublin-3/5476198/
"Jameson Orchard Apartment, Malahide, Co. Dublin",2400,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Jameson-Orchard-Apartment-Malahide-Co-Dublin/5476195/
"The Kilns, Portmarnock, Co. Dublin",1820,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Kilns-Portmarnock-Co-Dublin/5476177/
"Windmill Park, Crumlin, Dublin 12",1600,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Windmill-Park-Crumlin-Dublin-12/5476206/
"Cabra Park, Dublin 7",1425,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Cabra-Park-Dublin-7/5476207/
"26 Bow Bridge House, Kilmainham, Dublin 8, Kilmainham, Dublin 8",1650,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/26-Bow-Bridge-House-Kilmainham-Dublin-8-Kilmainham-Dublin-8/5476193/
"132 Waterville Terrace, Blanchardstown, Dublin 15",1600,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/132-Waterville-Terrace-Blanchardstown-Dublin-15/5474862/
"Flat 1, 54 Richmond Street South, Dublin 2",1300,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-1-54-Richmond-Street-South-Dublin-2/5476197/
"Chieftains Way, Balbriggan, Co. Dublin",1930,"3 bedrooms (1 single, 2 double), 3 bathrooms, furnished",https://www.rent.ie/houses-to-let/Chieftains-Way-Balbriggan-Co-Dublin/5474871/
"Bracken Hill Sandyford Co Dublin, Sandyford, Dublin 18",1900,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Bracken-Hill-Sandyford-Co-Dublin-Sandyford-Dublin-18/5474861/
"Marlfield Terrace, Tallaght, Dublin 24",1400,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Marlfield-Terrace-Tallaght-Dublin-24/5474829/
"Boden Heath, Rathfarnham, Dublin 14",1768,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Boden-Heath-Rathfarnham-Dublin-14/5474815/
"Raglan Road, Ballsbridge, Ballsbridge, Dublin 4",10500,"5 bedrooms (5 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Raglan-Road-Ballsbridge-Ballsbridge-Dublin-4/5474810/
"Limewood Mews, Santry, Dublin 9",2000,"2 bedrooms (2 double), 2 bathrooms",https://www.rent.ie/houses-to-let/Limewood-Mews-Santry-Dublin-9/5474845/
"Lally Road, Ballyfermot, Dublin 10",2184,"3 bedrooms (3 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Lally-Road-Ballyfermot-Dublin-10/5474824/
"Charlemont Parade, North Strand, Dublin 3",2400,"4 bedrooms (2 single, 2 double), 2 bathrooms, furnished or unfurnished",https://www.rent.ie/houses-to-let/Charlemont-Parade-North-Strand-Dublin-3/5474822/
"The Academy, Citywest, Co. Dublin",1248,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Academy-Citywest-Co-Dublin/5474818/
"Parliament Street, Dublin 1",1550,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Parliament-Street-Dublin-1/5474808/
"Apartment, Christchurch Hall, Christchurch, Dublin 8",1950,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-Christchurch-Hall-Christchurch-Dublin-8/5473504/
"Apartment 3, Brooklawn House, Brooklawn, Blackrock, Co. Dublin",1650,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-3-Brooklawn-House-Brooklawn-Blackrock-Co-Dublin/5471557/
"Palmerston Gardens, Rathmines, Rathmines, Dublin 6",7000,"5 bedrooms (1 single, 4 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Palmerston-Gardens-Rathmines-Rathmines-Dublin-6/5473482/
"Belmont Court, Dublin 3",1500,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Belmont-Court-Dublin-3/5473498/
"The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2000,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Cubes-3-Beacon-South-Quarter-Sandyford-Dublin-18/5473490/
"Killininny Court, Firhouse, Dublin 24",1650,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Killininny-Court-Firhouse-Dublin-24/5473480/
"Greenville Place, The Five Roads, Co. Dublin",2000,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Greenville-Place-The-Five-Roads-Co-Dublin/5473472/
"Huxley Court, Cork Street, Dublin 8",1750,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Huxley-Court-Cork-Street-Dublin-8/5473458/
"7 Wesley Place, Clanbrassil St. Upper, South Circular Road, Dublin 8",1950,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/7-Wesley-Place-Clanbrassil-St-Upper-South-Circular-Road-Dublin-8/5471478/
"Mounttown Cottages, Mounttown Road Upper, Monkstown, Co. Dublin",2950,"3 bedrooms (3 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Mounttown-Cottages-Mounttown-Road-Upper-Monkstown-Co-Dublin/5471477/
"2 Church Terrace, Smithfield, Dublin 1",1900,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/2-Church-Terrace-Smithfield-Dublin-1/5471448/
"33 Aran House, Custom House Square, IFSC, Dublin 1",1650,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/33-Aran-House-Custom-House-Square-IFSC-Dublin-1/5471432/
"72 Leinster Road, Rathmines, Dublin 6",1200,studio apartment to rent,https://www.rent.ie/houses-to-let/72-Leinster-Road-Rathmines-Dublin-6/5471433/
"Apartment 9, 46/47 Cork Street, Dublin 8",1650,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-9-4647-Cork-Street-Dublin-8/5471426/
"Dundrum View, Ballinteer Road, Dundrum, Dublin 14",2030,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Dundrum-View-Ballinteer-Road-Dundrum-Dublin-14/5471428/
"110 Old Distillery, Anne Street North, Dublin 1",1825,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/110-Old-Distillery-Anne-Street-North-Dublin-1/5471410/
"The Birches, Foxrock, Dublin 18",7500,"6 bedrooms (6 double), 4 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/The-Birches-Foxrock-Dublin-18/5470137/
"Radcliff Hall, Saint John\'s Road, Sandymount, Dublin 4",3300,"3 bedrooms (3 double), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Radcliff-Hall-Saint-Johns-Road-Sandymount-Dublin-4/5470134/
"Lisalea Apartments, Blackrock, Co. Dublin",2200,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Lisalea-Apartments-Blackrock-Co-Dublin/5470095/
"Block A 44 Metropolitan Apartments Kilmainham, Inchicore, Dublin 8",1400,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Block-A-44-Metropolitan-Apartments-Kilmainham-Inchicore-Dublin-8/5469578/
"Wyckham Point, Dundrum, Dublin 14",1652,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Wyckham-Point-Dundrum-Dublin-14/5471417/
"7 Crannagh Hall, Landscape Road, Churchtown, Dublin 14",1540,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/7-Crannagh-Hall-Landscape-Road-Churchtown-Dublin-14/5471416/
"The Lighthouse Apartments, East Wall, Dublin 3",2000,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/The-Lighthouse-Apartments-East-Wall-Dublin-3/5471411/
"Whitworth Hall. Morning Star Avenue, Smithfield, Dublin 1",1700,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Whitworth-Hall-Morning-Star-Avenue-Smithfield-Dublin-1/5471283/
"Milltown Hill, Milltown, Dublin 6",1600,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Milltown-Hill-Milltown-Dublin-6/5470128/
"22 lower Dominick street, Dublin 2",1600,"2 bedrooms (2 double), 1 bath",https://www.rent.ie/houses-to-let/22-lower-Dominick-street-Dublin-2/5470127/
"5 Rathmintin Close, Tallaght, Tallaght, Dublin 24",2000,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/5-Rathmintin-Close-Tallaght-Tallaght-Dublin-24/5470087/
"Temple Gardens, Northwood, Santry, Dublin 9",1750,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Temple-Gardens-Northwood-Santry-Dublin-9/5469579/
"Carmichael Hall, Saint Columbanus Road, Windy Arbour, Dublin 14",1900,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Carmichael-Hall-Saint-Columbanus-Road-Windy-Arbour-Dublin-14/5469570/
"145 Allendale Square, Clonsilla, Dublin 15",1475,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/145-Allendale-Square-Clonsilla-Dublin-15/5465434/
"Music Hall, Cows Lane, Temple Bar, Dublin 2",1800,"2 bedrooms, 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Music-Hall-Cows-Lane-Temple-Bar-Dublin-2/5468048/
"Bachelors Walk, Dublin 1",1400,"1 bedroom, 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Bachelors-Walk-Dublin-1/5468049/
"All Hallows Square, Drumcondra, Dublin 9",1925,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/All-Hallows-Square-Drumcondra-Dublin-9/5450520/
"226 Sundrive Road, Crumlin, Dublin 12",2450,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/226-Sundrive-Road-Crumlin-Dublin-12/5441288/
"4 Montpellier View, Tallaght, Dublin 24",2200,"3 bedrooms (1 single, 2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/4-Montpellier-View-Tallaght-Dublin-24/5465415/
"Clonskeagh Road, Clonskeagh, Dublin 14",3150,"5 bedrooms (1 single, 2 double, 2 twin), 3 bathrooms, unfurnished",https://www.rent.ie/houses-to-let/Clonskeagh-Road-Clonskeagh-Dublin-14/5465386/
"College Gate Townsend Street Dublin 2, Dublin 2",2100,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/College-Gate-Townsend-Street-Dublin-2-Dublin-2/5465371/
"Apartment 12, Block A, The Weir, Chapelizod, Dublin 20",1900,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-12-Block-A-The-Weir-Chapelizod-Dublin-20/5465372/
"Apartment 95, The Chandler, Dublin 7",1500,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-95-The-Chandler-Dublin-7/5465342/
"74 Shanagarry Milltown Rd, Milltown, Dublin 6",1600,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/74-Shanagarry-Milltown-Rd-Milltown-Dublin-6/5353211/
"Apartment 28, Halfpenny Bridge House, Dublin 1",1920,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-28-Halfpenny-Bridge-House-Dublin-1/5465290/
"24 Deerpark Drive, Kiltipper, Tallaght, Dublin 24",2100,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/24-Deerpark-Drive-Kiltipper-Tallaght-Dublin-24/5465301/
"Flat 8, 45 Harrington Street, Dublin 8",950,studio apartment to rent,https://www.rent.ie/houses-to-let/Flat-8-45-Harrington-Street-Dublin-8/5465274/
"Flat 1, 45 Harrington Street, Dublin 8",1400,"2 bedrooms (1 single, 1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Flat-1-45-Harrington-Street-Dublin-8/5465269/
"Castleview Walk Swords, Swords, Co. Dublin",1700,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Castleview-Walk-Swords-Swords-Co-Dublin/5464105/
"34 Huntstown Road, Huntstown, Dublin 15",1950,"3 bedrooms (1 single, 2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/34-Huntstown-Road-Huntstown-Dublin-15/5464112/
"Apartment 26, The Weavers, Dublin 8",1334,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/Apartment-26-The-Weavers-Dublin-8/5464108/
"20b Allenton Park, Tallaght, Dublin 24",1150,studio apartment to rent,https://www.rent.ie/houses-to-let/20b-Allenton-Park-Tallaght-Dublin-24/5462068/
"Apartment 51, Block 2, Harcourt Green, Dublin 2",2195,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apartment-51-Block-2-Harcourt-Green-Dublin-2/5462018/
"The Schooner, Aaron Quay, Smithfield, Dublin 1",1800,"1 bedroom (1 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Schooner-Aaron-Quay-Smithfield-Dublin-1/5464094/
"Apt 67 Bloomfield Park, Bloomfield Avenue, Donnybrook, Dublin 4",2167,"2 bedrooms (2 double), 2 bathrooms, furnished",https://www.rent.ie/houses-to-let/Apt-67-Bloomfield-Park-Bloomfield-Avenue-Donnybrook-Dublin-4/5295112/
"The Sweepstakes, Ballsbridge, Dublin 4",1950,"2 bedrooms (2 double), 1 bathroom, furnished",https://www.rent.ie/houses-to-let/The-Sweepstakes-Ballsbridge-Dublin-4/5464080/
