Address,Prices,Capacity,Link
"Occu Abbot Court, Cualanor, Glenageary Road Upper, Dun Laoghaire, Co. Dublin","€2,045 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/occu-abbot-court-cualanor-glenageary-road-upper-dun-laoghaire-co-dublin/4476265
"Blackthorn Hill View, Rathcoole, County Dublin","€1,500 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/blackthorn-hill-view-rathcoole-county-dublin/4476190
"The Crescent Building , Park West, Dublin 12","€1,600 per month","2 beds, 2 baths",https://www.myhome.ie/rentals/brochure/the-crescent-building-park-west-dublin-12/4476010
"The Sweepstakes, Ballsbridge, Dublin 4","€1,950 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/the-sweepstakes-ballsbridge-dublin-4/4475958
"The William Bligh, The Gasworks, Grand Canal Dk, Dublin 4","€2,200 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/the-william-bligh-the-gasworks-grand-canal-dk-dublin-4/4469750
"Blackthorn Hill Close, Rathcoole, County Dublin","€1,850 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/blackthorn-hill-close-rathcoole-county-dublin/4475102
"67-66 Jervis St, Dublin 1, Dublin","€1,760 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/67-66-jervis-st-dublin-1-dublin/4470328
"14 College Park, Terenure, Dublin 6W","€2,600 per month","2 beds, 2 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/14-college-park-terenure-dublin-6w/4362627
"Windmill Avenue, Rathcoole, County Dublin","€1,435 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/windmill-avenue-rathcoole-county-dublin/4469810
"Coldcut Road, Clondalkin, Dublin 22","€1,650 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/coldcut-road-clondalkin-dublin-22/4469580
"Flat 1, 9 Summer Street North, Dublin 1, Dublin","€1,600 per month",2 beds,https://www.myhome.ie/rentals/brochure/flat-1-9-summer-street-north-dublin-1-dublin/4469192
"53 Milltown Ave, Mount St Anne's, Milltown,   Dublin 6","€2,400 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/53-milltown-ave-mount-st-anne-s-milltown-dublin-6/4469008
"Shackleton Row, Lucan, West Co. Dublin, Co. Dublin","€2,250 per month","3 beds, 2 baths, Terraced House",https://www.myhome.ie/rentals/brochure/shackleton-row-lucan-west-co-dublin-co-dublin/4468435
"Shackleton Row, Lucan, West Co. Dublin, Co. Dublin","€2,300 per month","3 beds, 2 baths, ",https://www.myhome.ie/rentals/brochure/shackleton-row-lucan-west-co-dublin-co-dublin/4468434
"Shackleton Row, Lucan, West Co. Dublin, Co. Dublin","€2,500 per month","4 beds, 3 baths, ",https://www.myhome.ie/rentals/brochure/shackleton-row-lucan-west-co-dublin-co-dublin/4468433
"Gandon Grove, CODUBLIN, Lucan, Co. Dublin","€1,925 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/gandon-grove-codublin-lucan-co-dublin/4468415
"Gandon Grove, CODUBLIN, Lucan, Co. Dublin","€2,150 per month","3 beds, 2 baths",https://www.myhome.ie/rentals/brochure/gandon-grove-codublin-lucan-co-dublin/4468414
"Occu Hollywoodrath, Dublin 15, Hollystown","€2,121 per month","3 beds, 2 baths, ",https://www.myhome.ie/rentals/brochure/occu-hollywoodrath-dublin-15-hollystown/4467357
"Occu Fairway, Cualanor, Upper Glenageary Road, CODUBLIN, Dun Laoghaire, Co. Dublin","€2,150 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/occu-fairway-cualanor-upper-glenageary-road-codublin-dun-laoghaire-co-dublin/4467138
"36 Mayor Street Upper, IFSC, Dublin 1","€2,500 per month","2 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/36-mayor-street-upper-ifsc-dublin-1/4465729
"Charlotte Apartments, Honeypark, Glenageary Road Upper, CO., Dun Laoghaire, Co. Dublin","€2,891 per month","3 beds, 3 baths, , Apartment",https://www.myhome.ie/rentals/brochure/charlotte-apartments-honeypark-glenageary-road-upper-co-dun-laoghaire-co-dublin/4464908
"Clonard Road , Crumlin, Dublin 12","€2,000 per month","2 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/clonard-road-crumlin-dublin-12/4463234
"Elmfield by havitat, Ballyogan Road, Dublin 18, Leopardstown","€2,075 per month","2 beds, 2 baths, 75m 2, Apartment",https://www.myhome.ie/rentals/brochure/elmfield-by-havitat-ballyogan-road-dublin-18-leopardstown/4462834
"Mount Bellew Way, Lucan, County Dublin","€2,000 per month","3 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/mount-bellew-way-lucan-county-dublin/4461877
"Apartment 21 Temple Hall , North City Centre, Dublin 1","€1,900 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/apartment-21-temple-hall-north-city-centre-dublin-1/4460746
"64 Redwood Ridge Hall , Ballybrack, County Dublin","€2,000 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/64-redwood-ridge-hall-ballybrack-county-dublin/4461709
"44 Sandwith Street Upper, South City Centre, Dublin 2","€1,990 per month","2 beds, 1 bath, , Semi-Detached",https://www.myhome.ie/rentals/brochure/44-sandwith-street-upper-south-city-centre-dublin-2/4460717
"Burke Place, Kilmainham, Dublin 8","€2,550 per month","3 beds, 2 baths, House",https://www.myhome.ie/rentals/brochure/burke-place-kilmainham-dublin-8/4460080
"Park Avenue , Sandymount, Dublin 4","€2,000 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/park-avenue-sandymount-dublin-4/4458678
"South Shore, Greenfield Rd., Sutton, Dublin 13","€6,200 per month","5 beds, 5 baths, , Detached",https://www.myhome.ie/rentals/brochure/south-shore-greenfield-rd-sutton-dublin-13/4457697
"45 The Courtyard, Clonsilla, Dublin 15","€2,000 per month",3 beds,https://www.myhome.ie/rentals/brochure/45-the-courtyard-clonsilla-dublin-15/4456137
"Apartment C, 116 , Grafton Street, Dublin 2","€2,150 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/apartment-c-116-grafton-street-dublin-2/4455963
"Cork Street , The Coombe, Dublin 8","€2,500 per month","2 beds, 3 baths, Apartment",https://www.myhome.ie/rentals/brochure/cork-street-the-coombe-dublin-8/4454891
"Mayor Street, IFSC, Dublin 1",€230 per week,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/mayor-street-ifsc-dublin-1/4351419
"Grangegorman Lower, Smithfield, Dublin 7",€240 per week,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/grangegorman-lower-smithfield-dublin-7/4351421
"Summerhill, Mountjoy Square, Dublin 1",€240 per week,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/summerhill-mountjoy-square-dublin-1/4351425
"Schoolhouse Lane, Dublin, Santry, Dublin 9",€699 per month,"1 bed, 90m 2, Apartment",https://www.myhome.ie/rentals/brochure/schoolhouse-lane-dublin-santry-dublin-9/4452711
"Elmfield by havitat, Ballyogan Road, Dublin 18, Leopardstown","€2,495 per month","3 beds, 2 baths, 95m 2, , Apartment",https://www.myhome.ie/rentals/brochure/elmfield-by-havitat-ballyogan-road-dublin-18-leopardstown/4452552
"Parnel Street, Dublin  1, Dublin 1, Dublin","€1,350 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/parnel-street-dublin-1-dublin-1-dublin/4452278
"72-74 Queen Street, Smithfield, Dublin 1, Dublin","€1,400 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/72-74-queen-street-smithfield-dublin-1-dublin/4452245
"Penthouse, 13 St. Stephen's Green, South City Centre,   Dublin 2","€3,600 per month","2 beds, 1 bath, Penthouse",https://www.myhome.ie/rentals/brochure/penthouse-13-st-stephen-s-green-south-city-centre-dublin-2/4422665
"85 Nutley Lane, Donnybrook, Dublin 4","€10,000 per month",5 beds,https://www.myhome.ie/rentals/brochure/85-nutley-lane-donnybrook-dublin-4/4451798
"34 Roebuck Downs, Clonskeagh, Dublin 14","€4,000 per month",4 beds,https://www.myhome.ie/rentals/brochure/34-roebuck-downs-clonskeagh-dublin-14/4449459
"Pier 19, Ushers Island, South City Centre - D8, Dublin 8","€1,795 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/pier-19-ushers-island-south-city-centre-d8-dublin-8/4441467
"Newtownpark Avenue, Blackrock, Dublin","€3,700 per month","4 beds, 4 baths, House",https://www.myhome.ie/rentals/brochure/newtownpark-avenue-blackrock-dublin/4437438
"Bracken Hill, Sandyford, Dublin 18","€1,800 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/bracken-hill-sandyford-dublin-18/4440678
"Hanover Court, Grand Canal Dock","€2,200 per month","1 bed, , Apartment",https://www.myhome.ie/rentals/brochure/hanover-court-grand-canal-dock/4408847
"Apt. 64 Millennium Tower, Charlotte Quay Dock, Ringsend Road, Dublin 4","€3,100 per month","2 beds, 2 baths, 68m 2, Apartment",https://www.myhome.ie/rentals/brochure/apt-64-millennium-tower-charlotte-quay-dock-ringsend-road-dublin-4/4443777
"Mount Argus Apartments, Mount Argus Road, Dublin 6W, Harold's Cross","€2,300 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/mount-argus-apartments-mount-argus-road-dublin-6w-harold-s-cross/4443328
"Dunsoghly Drive, Finglas, Dublin 11","€2,200 per month","3 beds, 2 baths, Terraced House",https://www.myhome.ie/rentals/brochure/dunsoghly-drive-finglas-dublin-11/4441412
"The Penthouse, Hanover Dock, Grand Canal Dk, Dublin 2","€4,500 per month","3 beds, 2 baths, 125m 2, , Penthouse",https://www.myhome.ie/rentals/brochure/the-penthouse-hanover-dock-grand-canal-dk-dublin-2/4370369
"Wolfe Tone Lofts by havitat, Dublin 1, Dublin","€1,750 per month","1 bed, 1 bath, 42m 2, , Apartment",https://www.myhome.ie/rentals/brochure/wolfe-tone-lofts-by-havitat-dublin-1-dublin/4438036
"Studio 4, 94a Drumcondra Road Upper, Drumcondra, Dublin 9","€1,350 per month","1 bath, 23m 2, , Studio",https://www.myhome.ie/rentals/brochure/studio-4-94a-drumcondra-road-upper-drumcondra-dublin-9/4437331
"Larkfield Way, Sandyford, Dublin 18","€3,400 per month","5 beds, 4 baths, Semi-Detached",https://www.myhome.ie/rentals/brochure/larkfield-way-sandyford-dublin-18/4436948
"2 Tennis Court Lane,, Skerries, County Dublin","€1,870 per month","2 beds, 2 baths, 70.6m 2, , Terraced House",https://www.myhome.ie/rentals/brochure/2-tennis-court-lane-skerries-county-dublin/4431922
"The Pavillion, Roebuck Hill, Mount Merrion, Dublin","€2,950 per month","3 beds, 2 baths, , Penthouse",https://www.myhome.ie/rentals/brochure/the-pavillion-roebuck-hill-mount-merrion-dublin/4427967
"Halfpenny Bridge House, Dublin  1, Dublin 1, Dublin","€1,920 per month","2 beds, 1 bath",https://www.myhome.ie/rentals/brochure/halfpenny-bridge-house-dublin-1-dublin-1-dublin/4432643
"Glenmalure Square, Milltown, Dublin 6","€2,375 per month","3 beds, 3 baths, , Apartment",https://www.myhome.ie/rentals/brochure/glenmalure-square-milltown-dublin-6/4431984
"20 Christchurch Place, Christchurch, Dublin 8","€1,750 per month","1 bed, 2 baths, 38m 2, , Apartment",https://www.myhome.ie/rentals/brochure/20-christchurch-place-christchurch-dublin-8/4431471
"Leona Apartments, Honeypark, CODUBLIN, Dun Laoghaire, Co. Dublin","€2,129 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/leona-apartments-honeypark-codublin-dun-laoghaire-co-dublin/4430035
"Millers Hall, South Circular Road, Dublin 8","€1,688 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/millers-hall-south-circular-road-dublin-8/4429993
"Johnsbridge Close, Lucan, County Dublin","€2,450 per month","4 beds, 3 baths, House",https://www.myhome.ie/rentals/brochure/johnsbridge-close-lucan-county-dublin/4429991
"Belville, Ailesbury Road, Donnybrook, Dublin 4","€1,866 per month","2 beds, 1 bath, 61m 2, , Apartment",https://www.myhome.ie/rentals/brochure/belville-ailesbury-road-donnybrook-dublin-4/4429648
"Mount Argus Apartments, Mount Argus Road, Dublin 6W, Harold's Cross","€2,950 per month","3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/mount-argus-apartments-mount-argus-road-dublin-6w-harold-s-cross/4428567
"Mount Argus Apartments, Mount Argus Road, Dublin 6W, Harold's Cross","€3,000 per month","3 beds, 2 baths, ",https://www.myhome.ie/rentals/brochure/mount-argus-apartments-mount-argus-road-dublin-6w-harold-s-cross/4428564
"Charlotte Apartments, Honeypark, Glenageary Road Upper, CO., Dun Laoghaire, Co. Dublin","€2,100 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/charlotte-apartments-honeypark-glenageary-road-upper-co-dun-laoghaire-co-dublin/4428562
"Highfield Road, Rathgar,   Dublin 6","€8,500 per month","5 beds, 5 baths, 550m 2, , Detached",https://www.myhome.ie/rentals/brochure/highfield-road-rathgar-dublin-6/2905725
"Floraville, Sarsfield Road, Inchicore, Dublin 8","€1,495 per month","2 beds, 1 bath, 54m 2, , Apartment",https://www.myhome.ie/rentals/brochure/floraville-sarsfield-road-inchicore-dublin-8/4428345
"Two Bed Penthouse, Bridgefield, Northwood, Santry, Dublin 9","€2,100 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/two-bed-penthouse-bridgefield-northwood-santry-dublin-9/4423260
"Wyckham Place, Wyckham Way, Dublin 16, Dublin","€1,630 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/wyckham-place-wyckham-way-dublin-16-dublin/4422978
"Kenilworth Road, Rathmines, Dublin 6",POA,Apartment,https://www.myhome.ie/rentals/brochure/kenilworth-road-rathmines-dublin-6/4419731
"Cranford Court, Donnybrook, Dublin 4",POA,Apartment,https://www.myhome.ie/rentals/brochure/cranford-court-donnybrook-dublin-4/4418145
"Christchurch View, Christchurch, Dublin 8",POA,Apartment,https://www.myhome.ie/rentals/brochure/christchurch-view-christchurch-dublin-8/4415413
"St Peters Terrace, Walkinstown, Dublin 12",POA,Terraced House,https://www.myhome.ie/rentals/brochure/st-peters-terrace-walkinstown-dublin-12/4414551
"Leicester Avenue, Rathgar, Dublin 6",POA,House,https://www.myhome.ie/rentals/brochure/leicester-avenue-rathgar-dublin-6/4414550
"4 BRIGHT & SPACIOUS STUDIOS in City Centre, Mountjoy Square, Dublin 1","€1,550 per month","1 bed, 1 bath, , Studio",https://www.myhome.ie/rentals/brochure/4-bright-spacious-studios-in-city-centre-mountjoy-square-dublin-1/4412716
"Bachelors walk, Dublin 1, Dublin",POA,Apartment,https://www.myhome.ie/rentals/brochure/bachelors-walk-dublin-1-dublin/4411935
"Bowbridge Place, Kilmainham, Dublin 8",POA,Apartment,https://www.myhome.ie/rentals/brochure/bowbridge-place-kilmainham-dublin-8/4411211
"Trinity Plaza, Tara Street, Dublin 2","€1,850 per month","1 bed, 1 bath, 46m 2, , Apartment",https://www.myhome.ie/rentals/brochure/trinity-plaza-tara-street-dublin-2/4400757
"2 Sheepmoor Close, Blanchardstown, Dublin","€2,600 per month","3 beds, 1 bath, 85m 2, , Terraced House",https://www.myhome.ie/rentals/brochure/2-sheepmoor-close-blanchardstown-dublin/4404321
"Castleforbes Square, Castleforbes Rd, North Dock, Dublin 1, Dublin","€4,200 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/castleforbes-square-castleforbes-rd-north-dock-dublin-1-dublin/4405534
"Longboat Quay, Grand Canal Dock Sir John Rogerson's Quay, Dublin 1, Dublin","€3,800 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/longboat-quay-grand-canal-dock-sir-john-rogerson-s-quay-dublin-1-dublin/4405530
"Seville Pl, North Dock, Dublin 1, Dublin","€1,900 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/seville-pl-north-dock-dublin-1-dublin/4405528
"Cherrywood Rd, Dublin, Dublin 18, Dublin","€1,500 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/cherrywood-rd-dublin-dublin-18-dublin/4405061
"Whitworth Rd, Wigan Rd, Dublin 9, Dublin","€1,191 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/whitworth-rd-wigan-rd-dublin-9-dublin/4405060
"19 Pembroke Road, Ballsbridge, Dublin 4","€3,600 per month","2 beds, 2 baths, 90m 2, , Apartment",https://www.myhome.ie/rentals/brochure/19-pembroke-road-ballsbridge-dublin-4/4402521
"2 Bed Apartment at Frascati Hall, Sweetmans Avenue, Blackrock, Dublin","€2,100 per month","2 beds, 2 baths, 80m 2, , Apartment",https://www.myhome.ie/rentals/brochure/2-bed-apartment-at-frascati-hall-sweetmans-avenue-blackrock-dublin/4395040
"2 Serpentine House, Oakbury Court, Serpentine Avenue, Sandymount, Dublin 4","€2,950 per month","2 beds, 2 baths, 85m 2, , Apartment",https://www.myhome.ie/rentals/brochure/2-serpentine-house-oakbury-court-serpentine-avenue-sandymount-dublin-4/4396339
"57 Park View, Swords, Co. Dublin","€1,500 per month","2 beds, 2 baths",https://www.myhome.ie/rentals/brochure/57-park-view-swords-co-dublin/4385583
"The Sycamore, Parkview, Stepaside, Dublin 18","€2,200 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/the-sycamore-parkview-stepaside-dublin-18/4378456
"Castlekelly, Glenasmole, Glenasmole,   Dublin 24","€2,200 per month","3 beds, 1 bath, , Bungalow",https://www.myhome.ie/rentals/brochure/castlekelly-glenasmole-glenasmole-dublin-24/4377280
"Milltown Hall, Mount Saint Annes, Milltown, Dublin 6","€3,300 per month","2 beds, 2 baths, 100m 2, , Apartment",https://www.myhome.ie/rentals/brochure/milltown-hall-mount-saint-annes-milltown-dublin-6/4376818
"Palmerston Hall, Smithfield, Dublin 7","€1,425 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/palmerston-hall-smithfield-dublin-7/4355888
"Bridgefield, Northwood, Santry, Dublin 9","€1,950 per month","2 beds, 2 baths, 83m 2, , Apartment",https://www.myhome.ie/rentals/brochure/bridgefield-northwood-santry-dublin-9/4355228
"Opus at 6 Hanover Quay, Grand Canal Dk, Dublin 2","€5,500 per month","3 beds, 3 baths, , Apartment",https://www.myhome.ie/rentals/brochure/opus-at-6-hanover-quay-grand-canal-dk-dublin-2/4341058
"Opus at 6 Hanover Quay, Grand Canal Dk, Dublin 2","€2,850 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/opus-at-6-hanover-quay-grand-canal-dk-dublin-2/4341056
"Opus at 6 Hanover Quay, Grand Canal Dk, Dublin 2","€4,000 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/opus-at-6-hanover-quay-grand-canal-dk-dublin-2/4340835
"Opus at 6 Hanover Quay, Grand Canal Dk, Dublin 2","€3,700 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/opus-at-6-hanover-quay-grand-canal-dk-dublin-2/4341046
"527 Talbot Hall, Talbot Street,   Dublin 1","€1,200 per month",1 bed,https://www.myhome.ie/rentals/brochure/527-talbot-hall-talbot-street-dublin-1/4339769
"61 Greenville Place, South City Centre - D8, Dublin 8","€1,550 per month","1 bed, 1 bath, 44m 2, Apartment",https://www.myhome.ie/rentals/brochure/61-greenville-place-south-city-centre-d8-dublin-8/4327477
"18 Temple court Hogan place Dublin , Dublin 2, Dublin","€1,500 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/18-temple-court-hogan-place-dublin-dublin-2-dublin/4316106
"18 Carmichael Hall, Windy Arbour, Dublin 14","€1,525 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/18-carmichael-hall-windy-arbour-dublin-14/4309720
"117 Rathmines Town Centre, Rathmines, Dublin 6, D06 Y438","€1,870 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/117-rathmines-town-centre-rathmines-dublin-6-d06-y438/4305915
"Herbert Lane, Dublin 2","€2,100 per month","2 beds, , Terraced House",https://www.myhome.ie/rentals/brochure/herbert-lane-dublin-2/4305330
"17 Castle Lawns, Kilgobbin Wood, Sandyford, Dublin 18","€2,295 per month","3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/17-castle-lawns-kilgobbin-wood-sandyford-dublin-18/4296626
"20 Cranmer Place, Cranmer Lane, Haddington Road, Ballsbridge, Dublin 4","€3,100 per month","3 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/20-cranmer-place-cranmer-lane-haddington-road-ballsbridge-dublin-4/4270634
"5 ALL HALLOWS GREEN, Drumcondra, Dublin 9","€2,000 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/5-all-hallows-green-drumcondra-dublin-9/4265475
"Beacon South Quarter, Sandyford, Dublin 18","€3,208 per month","3 beds, 2 baths, 170m 2, Apartment",https://www.myhome.ie/rentals/brochure/beacon-south-quarter-sandyford-dublin-18/4269520
"Mellows Quay, Ushers Quay, Dublin 8","€1,950 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/mellows-quay-ushers-quay-dublin-8/4258514
"2 St Bridgets, Sunbury Court, Darty, Rathgar, Dublin 6","€2,000 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/2-st-bridgets-sunbury-court-darty-rathgar-dublin-6/4258507
"Marianella, Rathgar, Dublin 6","€2,795 per month","2 beds, 2 baths, Apartment",https://www.myhome.ie/rentals/brochure/marianella-rathgar-dublin-6/4258499
"Raglan Road, Ballsbridge, Dublin 4","€2,500 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/raglan-road-ballsbridge-dublin-4/4258495
"Clonard Road, Kimmage, Dublin 6W","€1,300 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/clonard-road-kimmage-dublin-6w/4258490
"Fortlands, Dublin 4","€2,700 per month","2 beds, , Apartment",https://www.myhome.ie/rentals/brochure/fortlands-dublin-4/4216472
"Shelbourne Park Apartments, South Lotts Road, Ringsend, Dublin 4","€1,800 per month","2 beds, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/shelbourne-park-apartments-south-lotts-road-ringsend-dublin-4/4216655
"Woodcliff Heights, Howth, Dublin","€2,730 per month","4 beds, 2 baths, 105m 2, , Detached",https://www.myhome.ie/rentals/brochure/woodcliff-heights-howth-dublin/4204342
"Redcourt Oaks, Seafield Road East, Clontarf, Dublin 3","€1,635 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/redcourt-oaks-seafield-road-east-clontarf-dublin-3/4200925
"Hybreasal House, Dublin 8","€1,495 per month","1 bed, Apartment",https://www.myhome.ie/rentals/brochure/hybreasal-house-dublin-8/4151434
"21 St James Court, Mount Brown, Kilmainham,   Dublin 8","€1,500 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/21-st-james-court-mount-brown-kilmainham-dublin-8/4126106
"Trinity Plaza, Tara Street, Dublin 2, Dublin","€1,500 per month","1 bed, 1 bath, 42m 2, Apartment",https://www.myhome.ie/rentals/brochure/trinity-plaza-tara-street-dublin-2-dublin/4123561
"The Hall, Laurel Place, Terenure, Dublin 6W","€2,200 per month","3 beds, 3 baths, 90m 2, , Apartment",https://www.myhome.ie/rentals/brochure/the-hall-laurel-place-terenure-dublin-6w/4104907
"Clarion Quay, IFSC, Dublin 1",€630 per week,"1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/clarion-quay-ifsc-dublin-1/4098147
"Intercontinental Hotel, Ballsbridge, Dublin 4","€6,000 per month","2 beds, 3 baths, 1710ft 2, Apartment",https://www.myhome.ie/rentals/brochure/intercontinental-hotel-ballsbridge-dublin-4/4061709
"115 The Elm, Charleville Square, Rathfarnham, Dublin 14","€1,864 per month","2 beds, 2 baths, 75m 2, , Apartment",https://www.myhome.ie/rentals/brochure/115-the-elm-charleville-square-rathfarnham-dublin-14/4014805
"Shrewsbury, Shrewsbury Park, Ballsbridge, Dublin 4, Dublin","€2,500 per month","1 bath, 63m 2, , Apartment",https://www.myhome.ie/rentals/brochure/shrewsbury-shrewsbury-park-ballsbridge-dublin-4-dublin/3843024
"The Mill, Weavers Square, Dublin 8, Dublin","€1,600 per month","2 beds, 1 bath, 55m 2, Apartment",https://www.myhome.ie/rentals/brochure/the-mill-weavers-square-dublin-8-dublin/3828336
"Penthouse Residence, Intercontinental Hotel, Ballsbridge, Dublin 4","€6,500 per month","2 beds, 3 baths, Apartment",https://www.myhome.ie/rentals/brochure/penthouse-residence-intercontinental-hotel-ballsbridge-dublin-4/3552146
"13 The Orchard, 645 South Circular Road, Kilmainham,   Dublin 8","€1,770 per month","2 beds, 2 baths, , Apartment",https://www.myhome.ie/rentals/brochure/13-the-orchard-645-south-circular-road-kilmainham-dublin-8/3539120
"Synge Street, Portobello, Dublin 8","€2,100 per month","2 beds, 1 bath, 80m 2, , Apartment",https://www.myhome.ie/rentals/brochure/synge-street-portobello-dublin-8/3546856
"Cairnbrook Manor, Cairnbrook, Foxrock, Dublin 18","€2,200 per month","2 beds, , Apartment",https://www.myhome.ie/rentals/brochure/cairnbrook-manor-cairnbrook-foxrock-dublin-18/3436878
"Cairnbrook Manor, Cairnbrook, Carrickmines, Dublin 18","€2,200 per month","2 beds, , Apartment",https://www.myhome.ie/rentals/brochure/cairnbrook-manor-cairnbrook-carrickmines-dublin-18/3436876
"3 James Plunkett House, 9/11 Grattan Crescent, Inchicore,   Dublin 8","€1,350 per month","1 bed, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/3-james-plunkett-house-9-11-grattan-crescent-inchicore-dublin-8/2850323
"Apt 24 Clarinda House, Clarinda Park West, Dun Laoghaire, Dublin","€1,436 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/apt-24-clarinda-house-clarinda-park-west-dun-laoghaire-dublin/2620078
"67 The Maples, South Dublin City, Clonskeagh, Dublin 14","€2,474 per month","3 beds, 3 baths, , Semi-Detached",https://www.myhome.ie/rentals/brochure/67-the-maples-south-dublin-city-clonskeagh-dublin-14/2533499
"Ballsbridge Gardens, Off Shelbourne Road, Ballsbridge, Dublin 4","€3,465 per month","2 beds, 1 bath, Apartment",https://www.myhome.ie/rentals/brochure/ballsbridge-gardens-off-shelbourne-road-ballsbridge-dublin-4/1016726
"Ballyfermot Crescent, Ballyfermot, Dublin 10","€1,950 per month","3 beds, 1 bath, Terraced House",https://www.myhome.ie/rentals/brochure/ballyfermot-crescent-ballyfermot-dublin-10/211504
"The Cedars, Herbert Park, Ballsbridge, Dublin 4","€1,900 per month","1 bed, 1 bath, , Apartment",https://www.myhome.ie/rentals/brochure/the-cedars-herbert-park-ballsbridge-dublin-4/1490883
